Date,Label
32.03,Stressed
32.03,Stressed
32.03,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32.03,Stressed
32.03,Stressed
32.03,Stressed
32.03,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32.03,Stressed
32.03,Stressed
32.03,Stressed
32.03,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32.03,Stressed
32.03,Stressed
32.03,Stressed
32.03,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
32,Stressed
32,Stressed
32,Stressed
32,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.99,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.89,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.91,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.93,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.95,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed
31.97,Stressed